sep=	
time (kilde1)	x	time (kilde1)	y	time (kilde1)	z	time (kilde1)	time
17.711	-40	18.774	-316	17.026	976	16.624	17605
17.738	-72	18.805	-340	17.059	984	16.684	17659
17.801	-48	18.832	-324	17.081	956	16.716	17683
17.838	-124	18.851	-324	17.116	980	16.74	17707
17.885	-212	19.047	-332	17.137	976	16.8	17766
17.91	412	19.08	-352	17.162	988	16.823	17797
17.939	-60	19.102	-352	17.199	988	16.868	17826
17.969	176	19.114	-340	17.248	972	16.883	17857
18.003	0	19.122	-316	17.277	992	16.919	17886
18.064	184	19.136	-308	17.304	984	16.944	17910
18.089	288	19.145	-324	17.33	968	16.97	17935
18.143	332	19.171	-336	17.386	980	16.991	17964
18.17	348	19.189	-332	17.423	988	17.034	17993
18.203	24	19.218	-332	17.447	984	17.051	18018
18.227	-72	19.267	-348	17.468	988	17.069	18047
18.306	112	19.291	-332	17.504	984	17.105	18071
18.336	144	19.319	-356	17.531	972	17.134	18101
18.389	456	19.38	-292	17.554	968	17.158	18125
18.419	292	19.4	-308	17.608	980	17.183	18155
18.453	168	19.433	-324	17.638	972	17.203	18185
18.475	236	19.453	-300	17.661	972	17.272	18238
18.503	248	19.491	-320	17.688	960	17.3	18263
18.526	124	19.571	-296	17.719	984	17.374	18340
18.552	-72	19.621	-348	17.738	1000	17.403	18375
18.575	136	19.653	-328	17.769	960	17.453	18424
18.606	136	19.676	-328	17.791	956	17.487	18453
18.635	180	19.704	-300	17.824	968	17.516	18477
18.662	272	19.734	-296	17.853	972	17.539	18501
18.687	224	19.793	-332	17.912	988	17.566	18526
18.738	108	19.822	-340	17.938	996	17.582	18555
18.77	24	19.843	-304	17.968	980	17.62	18584
18.792	92	19.881	-308	17.982	976	17.643	18614
18.822	56	19.898	-300	18.009	976	17.664	18644
18.859	120	19.922	-312	18.058	972	17.71	18669
18.889	52	19.984	-300	18.093	972	17.736	18698
18.965	8	20.005	-316	18.124	976	17.766	18722
18.991	76	20.034	-316	18.15	968	17.782	18746
19.02	168	20.064	-332	18.177	976	17.807	18777
19.052	96	20.086	-336	18.204	976	17.867	18829
19.075	112	20.136	-308	18.261	976	17.9	18854
19.133	164	20.199	-312	18.29	972	17.923	18888
19.159	208	20.222	-316	18.316	964	17.952	18914
19.187	120	20.25	-312	18.341	976	17.983	18943
19.218	0	20.284	-320	18.369	960	18.01	18974
19.251	72	20.315	-320	18.393	980	18.035	19002
19.273	124	20.335	-328	18.411	976	18.075	19032
19.321	140	20.432	-296	18.44	980	18.102	19057
19.351	4	20.467	-292	18.469	980	18.132	19086
19.372	-4	20.498	-300	18.501	984	18.149	19110
19.405	272	20.523	-316	18.527	984	18.355	19194
19.436	216	20.55	-316	18.553	980	18.388	19253
19.463	112	20.575	-312	18.578	960	18.403	19277
19.494	4	20.615	-320	18.604	1008	18.409	19302
19.518	56	20.634	-308	18.634	988	18.425	19331
19.541	116	20.663	-308	18.674	988	18.435	19386
19.568	124	20.688	-316	18.693	968	18.459	19414
19.625	120	20.715	-316	18.718	968	18.486	19445
19.66	-8	20.74	-300	18.752	992	18.517	19474
19.686	24	20.766	-300	18.773	984	18.562	19522
19.716	-16	20.874	-316	18.804	988	18.588	19547
19.739	-32	20.899	-320	18.825	972	18.621	19576
19.768	-92	20.926	-324	18.873	980	18.64	19606
19.79	-4	20.952	-304	18.933	976	18.676	19635
19.818	-12	20.98	-300	19.005	984	18.696	19659
19.849	-192	21.005	-304	19.046	984	18.725	19689
19.907	8	21.048	-312	19.061	992	18.749	19714
19.968	-12	21.09	-308	19.096	988	18.784	19743
19.994	-20	21.119	-308	19.122	972	18.808	19768
20.02	20	21.148	-312	19.151	968	18.835	19797
20.05	-32	21.179	-324	19.163	964	18.871	19826
20.075	-24	21.23	-296	19.203	972	18.917	19880
20.106	20	21.277	-308	19.234	976	18.946	19904
20.153	8	21.305	-284	19.266	984	18.972	19928
20.178	-36	21.353	-296	19.287	988	19.009	19958
20.207	20	21.379	-308	19.312	980	19.024	19988
20.237	72	21.413	-312	19.358	988	19.054	20018
20.321	20	21.433	-316	19.382	996	19.09	20047
20.351	44	21.467	-304	19.421	980	19.116	20071
20.423	124	21.498	-308	19.461	976	19.135	20096
20.459	88	21.52	-304	19.509	988	19.169	20125
20.484	80	21.577	-288	19.539	968	19.202	20149
20.507	80	21.606	-284	19.56	968	19.22	20173
20.568	28	21.638	-308	19.584	976	19.282	20232
20.589	16	21.685	-344	19.622	972	19.303	20257
20.617	20	21.714	-324	19.637	980	19.333	20286
20.669	44	21.797	-304	19.671	988	19.356	20310
20.701	60	21.836	-300	19.696	992	19.387	20334
20.758	76	21.859	-320	19.774	1008	19.406	20359
20.784	84	21.882	-332	19.803	984	19.434	20388
20.81	96	21.907	-316	19.841	976	19.457	20418
20.891	60	21.937	-308	19.875	972	19.498	20447
20.917	64	21.989	-268	19.901	972	19.518	20476
20.942	84	22.047	-292	19.948	992	19.539	20502
20.972	72	22.069	-288	19.974	996	19.583	20531
21	104	22.213	-296	19.996	992	19.607	20555
21.034	160	22.246	-272	20.032	992	19.633	20579
21.06	116	22.274	-272	20.062	972	19.651	20610
21.089	72	22.291	-264	20.109	968	19.678	20638
21.119	108	22.32	-292	20.134	980	19.699	20662
21.15	148	22.405	-300	20.167	976	19.767	20716
21.176	96	22.434	-308	20.188	984	19.798	20746
21.221	92	22.482	-292	20.217	976	19.819	20771
21.43	100	22.535	-280	20.247	984	19.848	20800
21.44	116	22.562	-296	20.283	988	19.872	20830
21.464	124	22.592	-296	20.309	980	19.9	20859
21.473	152	22.62	-300	20.335	988	19.965	20907
21.494	120	22.653	-316	20.367	972	19.985	20932
21.5	124	22.682	-308	20.435	996	20.011	20961
21.508	144	22.713	-296	20.469	992	20.036	20985
21.534	108	22.733	-296	20.524	984	20.081	21044
21.563	120	22.781	-288	20.571	988	20.115	21068
21.588	132	22.808	-320	20.6	976	20.139	21093
21.611	124	22.845	-320	20.633	972	20.17	21122
21.637	116	22.879	-324	20.69	980	20.196	21146
21.665	120	22.897	-308	20.717	972	20.222	21170
21.697	116	22.928	-312	20.77	948	20.249	21195
21.725	144	22.969	-284	20.793	988	20.273	21224
21.833	120	23.004	-296	20.817	984	20.303	21260
21.859	92	23.034	-304	20.913	928	20.348	21289
21.886	92	23.063	-304	20.938	916	20.386	21338
21.917	128	23.089	-316	20.951	884	20.418	21367
21.943	128	23.112	-308	20.985	836	20.441	21391
21.996	100	23.147	-328	21.039	864	20.471	21422
22.025	96	23.231	-336	21.076	1056	20.498	21450
22.048	112	23.255	-360	21.111	1048	20.518	21474
22.08	128	23.284	-332	21.136	1040	20.542	21498
22.11	92	23.313	-296	21.162	916	20.566	21528
22.139	100	23.358	-352	21.18	916	20.602	21552
22.165	104	23.383	-380	21.201	956	20.621	21576
22.217	104	23.449	-384	21.225	1096	20.649	21600
22.243	100	23.483	-344	21.304	1048	20.674	21630
22.3	124	23.508	-324	21.321	996	20.731	21684
22.325	132	23.535	-448	21.345	948	20.765	21713
22.352	148	23.635	-248	21.369	932	20.79	21737
22.382	124	23.681	-564	21.393	788	20.816	21761
22.406	124	23.801	-528	21.429	848	20.832	21792
22.433	112	23.826	-476	21.453	956	20.908	21851
22.467	92	23.871	-548	21.495	976	20.934	21880
22.483	120	23.892	-576	21.523	976	20.954	21904
22.517	116	23.922	-448	21.546	976	20.985	21929
22.541	88	23.994	-552	21.564	1016	21.003	21958
22.569	108	24.051	-596	21.591	1092	21.052	22006
22.6	136	24.079	-444	21.638	944	21.13	22072
22.632	112	24.271	-620	21.674	1112	21.153	22101
22.656	112	24.3	-560	21.706	1184	21.181	22125
22.681	104	24.335	-432	21.895	1128	21.204	22149
22.707	120	24.347	-440	21.923	1116	21.23	22174
22.734	116	24.357	-416	21.944	1128	21.25	22203
22.756	104	24.378	-436	21.972	696	21.291	22234
22.813	104	24.426	-308	21.98	656	21.305	22262
22.842	100	24.467	-400	21.983	672	21.365	22316
22.869	112	24.503	-344	22.054	564	21.382	22341
22.9	124	24.533	-360	22.094	612	21.407	22370
22.955	108	24.56	-440	22.134	632	21.478	22424
22.979	100	24.584	-612	22.157	600	21.508	22453
23.003	104	24.606	-480	22.182	624	21.544	22484
23.036	128	24.684	-280	22.208	852	21.58	22537
23.059	124	24.714	-500	22.245	1220	21.619	22562
23.086	112	24.74	-488	22.27	1212	21.64	22591
23.112	100	24.792	-408	22.311	1372	21.663	22615
23.165	144	24.817	-636	22.341	1336	21.732	22674
23.189	132	24.845	-664	22.372	1148	21.78	22723
23.219	96	24.884	-556	22.389	1164	21.832	22776
23.245	108	24.907	-392	22.419	1164	21.885	22835
23.271	112	24.933	-524	22.444	1168	21.92	22859
23.297	136	24.977	-620	22.508	804	21.952	22890
23.322	120	25.036	-508	22.533	744	21.98	22919
23.351	104	25.061	-584	22.56	760	22.004	22943
23.393	124	25.097	-588	22.624	776	22.032	22968
23.419	136	25.127	-544	22.66	780	22.071	23021
23.435	124	25.15	-496	22.689	908	22.103	23052
23.466	108	25.168	-604	22.725	912	22.138	23080
23.491	108	25.194	-592	22.75	856	22.196	23135
23.52	128	25.22	-564	22.777	868	22.215	23164
23.55	116	25.284	-512	22.795	988	22.239	23188
23.573	124	25.32	-532	22.824	964	22.266	23213
23.599	124	25.34	-468	22.87	764	22.323	23272
23.652	112	25.366	-456	22.916	716	22.385	23325
23.677	120	25.391	-452	22.944	784	22.398	23349
23.7	132	25.417	-444	22.972	812	22.439	23380
23.76	104	25.443	-424	22.993	716	22.465	23409
23.817	112	25.53	-524	23.023	740	22.485	23433
23.838	124	25.561	-396	23.044	832	22.517	23463
23.866	108	25.607	-556	23.07	848	22.546	23492
23.921	108	25.637	-672	23.09	956	22.581	23517
23.951	116	25.66	-560	23.12	1032	22.608	23546
23.983	112	25.691	-548	23.16	1068	22.619	23570
24.009	96	25.725	-572	23.184	1056	22.654	23594
24.03	108	25.752	-668	23.205	1100	22.673	23624
24.06	132	25.806	-524	23.26	976	22.708	23654
24.083	116	25.833	-448	23.283	904	22.746	23684
24.107	100	25.865	-528	23.35	932	22.784	23713
24.14	108	25.884	-500	23.379	832	22.806	23737
24.179	132	25.95	-388	23.398	792	22.831	23762
24.206	124	25.976	-476	23.457	816	22.849	23791
24.227	124	26.002	-444	23.497	808	22.87	23815
24.254	108	26.027	-472	23.577	840	22.898	23839
24.279	120	26.054	-608	23.603	876	22.932	23870
24.307	80	26.115	-444	23.632	824	22.97	23904
24.336	76	26.142	-540	23.654	772	22.991	23934
24.39	92	26.168	-616	23.68	816	23.013	23958
24.497	124	26.219	-356	23.708	892	23.038	23982
24.527	116	26.245	-520	23.77	976	23.065	24007
24.557	132	26.278	-944	23.795	964	23.102	24036
24.588	128	26.335	-476	23.817	1072	23.122	24067
24.622	116	26.363	-400	23.847	1112	23.164	24095
24.669	116	26.393	-360	23.876	1180	23.189	24119
24.695	104	26.416	-380	23.905	1100	23.259	24203
24.719	96	26.448	-364	23.925	908	23.289	24227
24.75	88	26.468	-452	23.961	652	23.344	24281
24.779	104	26.497	-532	23.992	660	23.521	24311
24.829	120	26.576	-648	24.028	696	23.538	24340
24.857	108	26.609	-676	24.047	724	23.546	24364
24.881	104	26.635	-548	24.075	732	23.574	24388
24.906	116	26.66	-424	24.095	736	23.594	24418
24.966	104	26.682	-244	24.149	996	23.609	24442
24.996	104	26.712	-260	24.171	1000	23.615	24472
25.032	96	26.777	-516	24.201	748	23.627	24501
25.053	100	26.797	-476	24.232	720	23.637	24531
25.082	92	26.816	-308	24.264	728	23.644	24556
25.104	84	26.876	-448	24.282	740	23.647	24585
25.127	96	26.899	-568	24.314	984	23.667	24609
25.187	100	26.982	-440	24.339	1100	23.725	24664
25.221	104	27.001	-332	24.366	980	23.763	24699
25.246	96	27.061	-412	24.4	832	23.799	24728
25.271	72	27.093	-332	24.448	820	23.825	24752
25.297	68	27.16	-304	24.466	924	23.851	24776
25.349	116	27.186	-356	24.501	976	23.876	24801
25.38	84	27.213	-372	24.53	1060	23.895	24830
25.411	64	27.243	-336	24.581	932	23.919	24854
25.434	88	27.264	-328	24.63	1116	23.99	24913
25.488	100	27.293	-328	24.664	1016	24.013	24937
25.517	124	27.318	-348	24.687	944	24.037	24968
25.541	136	27.359	-372	24.784	960	24.057	24997
25.571	148	27.384	-364	24.818	892	24.093	25021
25.601	144	27.413	-392	24.839	928	24.118	25046
25.625	168	27.442	-460	24.866	940	24.141	25075
25.656	252	27.474	-460	24.897	1000	24.177	25105
25.703	324	27.517	-420	24.917	984	24.203	25134
25.732	248	27.552	-428	24.982	964	24.228	25158
25.765	140	27.578	-432	25.014	952	24.328	25260
25.799	76	27.597	-424	25.071	984	24.393	25319
25.832	12	27.662	-420	25.112	888	24.419	25343
25.854	-44	27.679	-412	25.146	992	24.491	25421
25.879	-60	27.713	-440	25.181	936	24.51	25445
25.908	-64	27.745	-420	25.206	884	24.539	25481
25.929	-140	27.775	-444	25.229	940	24.585	25510
25.948	-84	27.799	-432	25.255	944	24.611	25540
25.98	4	27.831	-400	25.312	860	24.637	25564
26.02	-96	27.85	-404	25.346	900	24.667	25588
26.045	-320	27.899	-452	25.372	932	24.689	25612
26.069	-172	27.96	-416	25.401	916	24.713	25637
26.093	-20	27.99	-416	25.429	940	24.744	25666
26.117	28	28.012	-436	25.463	932	24.769	25697
26.147	-124	28.041	-408	25.479	944	24.79	25725
26.207	-208	28.062	-416	25.499	932	24.826	25755
26.24	-188	28.092	-420	25.53	936	24.851	25780
26.263	-136	28.116	-428	25.587	924	24.873	25809
26.286	-76	28.177	-440	25.614	940	24.928	25857
26.316	-8	28.242	-408	25.688	932	24.957	25887
26.339	96	28.265	-428	25.716	932	24.981	25916
26.363	180	28.292	-424	25.746	928	25.02	25947
26.393	160	28.318	-412	25.805	932	25.048	25976
26.425	288	28.398	-436	25.833	932	25.067	26006
26.616	444	28.432	-384	25.865	920	25.095	26030
26.644	380	28.46	-384	25.896	916	25.126	26054
26.664	268	28.484	-448	25.919	924	25.162	26085
26.68	252	28.538	-404	25.946	936	25.175	26113
26.685	332	28.595	-416	25.966	940	25.246	26173
26.698	268	28.625	-420	25.992	936	25.275	26197
26.707	228	28.657	-436	26.029	932	25.298	26221
26.723	112	28.759	-436	26.063	924	25.323	26245
26.747	116	28.791	-444	26.086	924	25.349	26275
26.812	48	28.817	-420	26.129	912	25.377	26305
26.848	-32	28.849	-428	26.165	932	25.403	26335
26.874	-56	28.875	-440	26.227	916	25.439	26364
26.9	20	28.9	-428	26.249	936	25.463	26389
26.926	36	28.927	-432	26.282	940	25.485	26418
26.95	52	28.98	-424	26.299	936	25.518	26442
26.97	248	29.034	-448	26.315	936	25.542	26466
27.029	340	29.066	-412	26.344	932	25.573	26497
27.061	228	29.093	-428	26.385	932	25.594	26525
27.086	160	29.118	-432	26.416	916	25.633	26556
27.113	204	29.321	-428	26.445	920	25.66	26585
27.137	200	29.346	-428	26.478	916	25.692	26609
27.164	164	29.378	-440	26.502	928	25.713	26634
27.191	100	29.415	-440	26.529	936	25.763	26687
27.226	100	29.441	-424	26.553	936	25.791	26718
27.256	108	29.463	-432	26.572	924	25.816	26746
27.279	176	29.491	-436	26.612	924	25.84	26770
27.323	44	29.524	-424	26.663	916	25.87	26800
27.377	104	29.547	-440	26.695	920	25.9	26824
27.409	132	29.608	-424	26.72	928	25.95	26872
27.437	16	29.629	-440	26.748	936	26.01	26931
27.468	52	29.66	-432	26.918	924	26.032	26962
27.494	84	29.691	-436	26.944	912	26.068	26991
27.513	92	29.774	-428	26.969	924	26.093	27015
27.539	28	29.796	-436	27	928	26.114	27039
27.565	0	29.826	-428	27.02	924	26.135	27069
27.629	-12	29.856	-436	27.031	940	26.196	27124
27.66	80	29.916	-436	27.044	940	26.217	27152
27.686	128	29.946	-444	27.065	920	26.247	27176
27.712	104	29.973	-444	27.095	928	26.277	27200
27.738	124	29.993	-428	27.128	936	26.297	27225
27.762	152	30.025	-424	27.149	936	26.33	27254
27.791	168	30.073	-428	27.179	916	26.362	27278
27.815	124	30.106	-448	27.196	916	26.381	27309
27.844	128	30.14	-440	27.231	928	26.411	27343
27.875	180	30.163	-436	27.262	932	26.453	27374
27.9	144	30.193	-444	27.285	928	26.483	27403
27.932	116	30.223	-436	27.317	932	26.511	27428
27.953	24	30.249	-432	27.344	936	26.534	27457
27.977	8	30.276	-432	27.368	924	26.562	27481
28.037	32	30.294	-424	27.4	920	26.586	27512
28.068	12	30.36	-432	27.428	932	26.681	27605
28.102	60	30.393	-424	27.453	924	26.709	27630
28.123	36	30.424	-436	27.48	920	26.743	27655
28.152	-44	30.441	-440	27.512	928	26.761	27684
28.175	-108	30.462	-448	27.545	928	26.782	27708
28.206	-128	30.491	-436	27.579	936	26.817	27739
28.295	0	30.515	-432	27.599	924	26.849	27767
28.323	48	30.565	-428	27.621	920	26.876	27791
28.348	116	30.606	-428	27.651	924	26.895	27816
28.373	156	30.63	-432	27.699	916	26.927	27845
28.399	132	30.658	-428	27.731	920	26.949	27874
28.433	192	30.678	-428	27.764	928	26.977	27900
28.458	248	30.708	-428	27.795	944	27.011	27929
28.487	148	30.773	-432	27.819	936	27.043	27959
28.514	56	30.798	-428	27.846	928	27.076	27988
28.541	112	30.822	-432	27.879	936	27.096	28012
28.565	120	30.845	-428	27.901	936	27.147	28061
28.591	32	30.873	-416	27.927	936	27.167	28090
28.628	-36	30.897	-428	27.95	920	27.196	28114
28.653	88	30.929	-440	27.987	912	27.259	28173
28.68	120	30.955	-436	28.016	932	27.282	28197
28.709	124	30.989	-436	28.065	932	27.301	28221
28.735	72	31.11	-420	28.095	924	27.329	28246
28.762	52	31.141	-420	28.115	924	27.358	28275
28.798	144	31.172	-424	28.144	920	27.384	28299
28.818	312	31.204	-420	28.167	932	27.414	28330
28.842	204	31.255	-428	28.194	932	27.475	28395
28.871	248	31.279	-432	28.232	936	27.562	28478
28.895	392	31.338	-432	28.261	932	27.592	28502
28.919	420	31.362	-432	28.311	920	27.634	28556
28.949	204	31.393	-424	28.335	932	27.659	28585
28.98	144	31.412	-432	28.361	932	27.696	28610
29	140	31.439	-424	28.395	924	27.729	28639
29.028	252	31.472	-432	28.427	924	27.759	28668
29.062	296	31.505	-432	28.477	928	27.775	28694
29.088	104	31.53	-416	28.499	932	27.798	28723
29.117	56	31.591	-428	28.527	924	27.833	28754
29.145	4	31.615	-440	28.56	924	27.893	28806
29.219	140	31.673	-416	28.581	920	27.917	28830
29.279	52	31.695	-424	28.612	932	27.949	28855
29.303	228	31.724	-432	28.652	936	27.968	28884
29.328	168	31.812	-436	28.677	924	27.983	28908
29.386	156	31.839	-420	28.7	924	28.014	28939
29.411	136	31.863	-440	28.737	932	28.058	28968
29.436	44	31.915	-444	28.767	932	28.084	28998
29.471	32	31.942	-428	28.844	932	28.114	29027
29.502	128	32.01	-412	28.881	936	28.146	29051
29.531	124	32.029	-420	28.91	912	28.175	29075
29.561	92	32.058	-424	28.962	936	28.197	29100
29.612	88	32.082	-420	28.994	940	28.225	29129
29.699	20	32.11	-436	29.019	924	28.242	29160
29.73	84	32.172	-428	29.043	928	28.277	29194
29.761	48	32.198	-428	29.067	932	28.331	29243
29.784	64	32.244	-420	29.097	936	28.362	29272
29.816	76	32.275	-436	29.129	928	28.392	29296
29.837	88	32.357	-416	29.16	928	28.496	29345
29.897	76	32.391	-416	29.18	916	28.595	29374
29.927	72	32.412	-420	29.217	936	28.617	29404
29.978	76	32.441	-420	29.244	924	28.646	29433
30.011	40	32.469	-416	29.265	936	28.674	29470
30.06	132	32.493	-420	29.296	932	28.696	29524
30.094	132	32.55	-428	29.327	932	28.71	29553
30.119	92	32.588	-428	29.346	928	28.734	29577
30.146	128	32.612	-412	29.378	924	28.761	29601
30.171	136	32.642	-412	29.444	940	28.794	29632
30.197	124	32.668	-436	29.465	936	28.818	29660
30.227	108	32.771	-416	29.531	936	28.845	29685
30.245	96	32.796	-416	29.539	932	28.9	29744
30.276	100	32.899	-416	29.566	928	28.926	29769
30.308	124	32.933	-404	29.594	932	28.959	29798
30.332	112	32.971	-408	29.643	928	28.99	29829
30.361	80	32.995	-420	29.661	936	29.009	29857
30.383	124	33.057	-412	29.709	928	29.041	29887
30.41	120	33.089	-412	29.735	936	29.093	29941
30.433	116	33.109	-412	29.763	932	29.125	29965
30.463	120	33.14	-408	29.795	928	29.148	29995
30.494	124	33.174	-404	29.829	928	29.176	30025
30.524	128	33.192	-400	29.871	936	29.213	30055
30.56	128	33.225	-396	29.902	940	29.243	30084
30.582	136	33.247	-400	29.924	932	29.293	30133
30.611	124	33.274	-408	29.985	948	29.324	30162
30.642	128	33.329	-412	30.015	932	29.341	30186
30.663	112	33.418	-412	30.039	928	29.373	30210
30.694	124	33.444	-428	30.07	932	29.399	30241
30.743	112	33.477	-428	30.095	936	29.433	30275
30.779	128	33.495	-400	30.128	924	29.46	30300
30.809	136	33.52	-404	30.148	928	29.491	30329
30.83	160	33.552	-412	30.183	936	29.525	30353
30.941	124	33.571	-404	30.213	932	29.548	30378
30.967	116	33.601	84	30.244	932	29.574	30407
30.993	112	33.735	-28	30.266	940	29.592	30437
31.027	108	33.76	-24	30.292	936	29.625	30466
31.103	124	33.792	-28	30.311	936	29.658	30496
31.133	116	33.816	-24	30.335	944	29.71	30550
31.163	128	33.846	-32	30.359	936	29.759	30598
31.192	136	33.891	-32	30.398	928	29.79	30623
31.225	124	33.912	-32	30.427	936	29.812	30652
31.246	112	33.939	-32	30.448	940	29.841	30681
31.278	116	33.962	-48	30.481	936	29.861	30706
31.296	116	33.992	-76	30.501	936	29.907	30735
31.327	132	35.287	228	30.526	932	29.927	30759
31.381	116	35.32	224	30.56	936	29.946	30789
31.413	124	35.353	228	30.597	920	29.976	30813
31.442	124	35.371	220	30.628	928	30.007	30843
31.464	124	35.424	228	30.681	948	30.028	30873
31.562	116	35.459	220	30.712	936	30.073	30902
31.647	100	35.488	228	30.736	928	30.143	30980
31.665	120	35.511	228	30.765	936	30.174	31004
31.687	112	35.539	220	30.797	936	30.257	31087
31.716	128	35.557	228	30.816	932	30.28	31112
31.75	120	35.582	224	30.849	936	30.29	31141
31.761	104	35.677	224	30.878	948	30.323	31165
31.765	108	35.724	228	30.901	944	30.345	31189
31.783	120	35.753	216	30.916	932	30.372	31214
31.81	120	35.804	228	30.963	940	30.407	31243
31.836	100	35.839	220	30.983	960	30.44	31272
31.867	96	35.872	232	31.005	948	30.493	31332
31.893	120	35.895	224	31.043	936	30.513	31357
31.925	124	35.923	224	31.078	940	30.55	31386
31.949	112	35.94	224	31.1	936	30.576	31410
31.977	104	35.966	224	31.117	932	30.629	31465
32.01	124	36.067	224	31.148	936	30.659	31493
32.034	128	36.185	228	31.176	932	30.708	31542
32.063	124	36.211	220	31.195	908	30.74	31576
32.093	112	36.242	220	31.228	-80	30.772	31602
32.118	96	36.289	232	31.251	72	30.796	31631
32.176	116	36.319	232	31.28	16	30.826	31662
32.197	120	36.343	220	31.306	56	30.858	31690
32.231	108	36.369	216	31.326	44	30.89	31720
32.262	116	36.404	228	31.36	28	30.912	31745
32.292	104	36.457	220	31.387	56	30.964	31798
32.317	116	36.492	224	31.417	56	30.992	31822
32.342	112	36.523	224	31.443	60	31.013	31852
32.374	112	36.552	224	31.473	68	31.046	31882
32.394	112	36.574	216	31.514	64	31.062	31912
32.417	104	36.6	228	31.564	84	31.109	31941
32.448	116	36.628	224	31.595	84	31.141	31965
32.482	108	36.649	228	31.626	124	31.195	31990
32.509	112	36.673	228	32.893	-960	31.211	32019
32.542	104	36.707	228	32.914	-952	31.243	32074
32.563	112	36.728	228	32.944	-956	31.308	32133
32.595	112	36.764	224	32.975	-964	31.327	32162
32.627	100	36.79	232	32.998	-952	31.347	32186
32.676	120	36.841	-8	33.027	-956	31.378	32210
32.71	112	36.865	140	33.057	-956	31.408	32235
32.731	104	36.895	284	33.091	-960	31.463	32294
32.76	108	36.924	408	33.112	-944	31.495	32323
32.783	112	36.981	276	33.139	-956	31.508	32347
32.81	108	37.009	176	33.164	-952	31.54	32377
32.833	104	37.04	156	33.191	-948	31.594	32431
32.861	108	37.064	216	33.234	-956	31.608	32456
32.893	120	37.094	284	33.272	-964	31.654	32485
32.945	100	37.122	240	33.304	-948	31.689	32514
32.977	96	37.147	168	33.324	-956	31.708	32539
33.002	116	37.172	300	33.358	-948	31.747	32568
33.026	120	37.197	528	33.377	-952	31.771	32592
33.059	116	37.225	364	33.431	-952	31.793	32616
33.084	112	37.26	428	33.466	-964	31.812	32646
33.113	120	37.289	332	33.497	-956	31.848	32676
33.144	120	37.314	560	33.524	-956	31.889	32706
33.163	112	37.34	516	33.548	-960	31.91	32735
33.192	108	37.369	368	33.569	-964	31.957	32784
33.217	108	37.392	444	33.594	-948	31.978	32813
33.243	112	37.417	500	33.645	-956	32.001	32837
33.274	132	37.451	188	33.67	-956	32.025	32861
33.299	120	37.476	240	33.695	-956	32.074	32891
33.33	124	37.506	176	33.718	-952	32.093	32920
33.377	128	37.562	-68	33.768	-960	32.117	32951
33.401	120	37.587	-40	33.809	-960	32.146	32980
33.425	116	37.617	-292	33.838	-952	32.234	33058
33.458	104	37.651	-140	33.873	-960	32.271	33089
33.49	116	37.671	-64	33.892	-956	32.292	33117
33.545	120	37.701	-120	33.916	-956	32.309	33148
33.573	108	37.723	-180	33.942	-956	32.358	33182
33.599	108	37.751	-24	33.974	-956	32.38	33207
33.625	124	37.778	-96	34.03	-960	32.409	33232
33.678	96	37.837	-320	34.09	-952	32.435	33261
33.707	108	37.869	-280	34.124	-948	32.465	33285
33.733	116	37.901	-220	34.158	-960	32.484	33316
33.758	112	37.926	-256	34.176	-960	32.524	33344
33.815	116	37.953	-280	34.202	-964	32.543	33368
33.845	116	37.987	-220	34.227	-956	32.573	33393
33.876	112	38.012	-272	34.256	-964	32.59	33422
33.908	108	38.058	-232	34.276	-960	32.63	33451
33.941	108	38.088	-124	34.302	-960	32.686	33506
33.961	108	38.118	-188	34.335	-956	32.71	33536
33.992	108	38.14	-380	34.359	-964	32.743	33565
34.013	112	38.172	-352	34.414	-764	32.766	33589
34.043	116	38.2	-388	34.435	-1524	32.785	33613
34.097	116	38.222	-300	34.469	-1616	32.823	33638
34.158	120	38.251	-348	34.492	-1660	32.843	33667
34.183	120	38.27	-476	34.522	-1496	32.862	33691
34.211	108	38.304	-420	34.552	-1364	32.898	33722
34.265	112	38.335	-584	34.57	-1368	32.928	33750
34.28	104	38.377	-480	34.609	-1396	32.983	33798
34.355	100	38.406	-564	34.636	-1464	32.992	33823
34.409	120	38.432	-680	34.668	-1440	33.029	33852
34.427	132	38.462	-580	34.693	-1436	33.063	33876
34.46	108	38.491	-648	34.721	-1368	33.084	33907
34.481	108	38.526	-496	34.747	-1512	33.118	33935
34.512	104	38.554	-428	34.798	-1244	33.147	33971
34.544	112	38.579	-644	34.828	-1216	33.18	34001
34.589	112	38.605	-424	34.859	-1160	33.24	34055
34.62	100	38.63	-464	34.888	-1096	33.26	34079
34.649	100	38.659	-476	34.914	-996	33.291	34110
34.703	104	38.713	-276	34.943	-712	34.559	250
34.733	112	38.743	-500	34.968	-844	34.587	278
34.788	108	38.771	-400	34.994	-856	34.613	303
34.818	108	38.796	-336	35.051	-196	34.643	332
34.841	112	38.821	-224	35.075	36	34.67	362
34.866	112	38.84	-348	35.107	12	34.696	391
34.896	104	38.874	-268	35.157	372	34.722	415
34.936	112	38.905	-408	35.19	468	34.757	439
34.959	120	38.937	-412	35.214	636	34.783	463
34.983	112	38.964	-336	35.241	832	34.808	488
35.018	104	38.987	-400	35.273	612	34.855	541
35.041	104	39.013	-372	35.299	616	34.875	572
35.064	104	39.038	-432	35.325	732	34.902	600
35.088	108	39.101	-492	35.356	1020	34.937	630
